subjectNo,ACTIVE,PERCEPTUAL,MUSICAL,SINGING,EMOTIONS,GENERAL,classical,blues,country,dancElectronica,folk,rapHipHop,soulFunk,relgious,alternative,jazz,rock,pop,heavyMetal,SoundtracksThemeSongs,familyIncome,highestFather,highestMother,melodicTraning,melodicCourses,melodicPrivate,harmonicTraning,harmonicCourses,harmonicPrivate,sightsingTraning,sightsingCourses,sightsingPrivate,instrument,age,gender,meds,listMeds,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,beatScore,melodicScore,ravensScoreA,ravensScoreB,ravensScoreC,ravenAge,ravenSex,ravenHand,ravenHearing,ravenVision,V1,nsTotalScore,nsAttempted,nsTotalTime,symErrorTotal,symAccErrorTotal,symSpeedErorTotal,symSspanscore,symSspanTotal,symSspanPartialScore,symSspanPartialScoreBlock1,symSspanPartialScoreBlock2,symSspanPartialScoreBlock3,symSspanAbsoluteScore,symSymmetryCorrect,MathErrorTotal,OspanScore,OspanTotal,SpeedErrorTotal,AccErrorTotal,OspanPartialScore,OspanPartialBlock1,OspanPartialBlock2,OspanPartialBlock3,OspanAbsoluteScore,MathCorrect,tSpanPartialScore,tsMathErrorTotal,tspanPartialBlock1,tspanPartialBlock2,tspanPartialBlock3,tsAccErrorTotal,tsSpeedErrorTotal,tsAbsoluteScore,tsStrats
957,32,43,11,29,24,59,1,4,7,5,2,6,5,4,5,4,5,7,2,5,8,8,8,1,1,1,1,1,1,1,1,1,voice,18,FEMALE,1,,4,2,5,4,2,4,6,2,3,5,6,4,5,4,6,5,4,4,5,1,1,1,1,1,1,3,6,4,4,3,5,4,3,5,6,2,2,6,12,9,11,8,9,18,female,right,No,Corrected to Normal,227,12,15,4,2,2,0,,,40,14,14,12,37,46,2,,,1,1,65,21,23,21,48,79,45,3,12,20,13,3,0,16,"i{SPACE}tried{SPACE}to{SPACE}tap{SPACE}them{SPACE}out{SPACE}on{SPACE}my{SPACE}fingers{.}{.}{SPACE}for{SPACE}some{SPACE}it{SPACE}worked{,}{SPACE}and{SPACE}for{SPACE}some{SPACE}not{SPACE}so{SPACE}much{ENTER}"
958,55,53,18,31,35,82,5,5,1,7,4,7,7,3,7,6,6,6,4,5,4,5,5,1,1,1,1,1,1,1,1,1,voice,19,FEMALE,1,,6,4,6,7,6,7,7,5,7,7,6,7,6,5,7,7,2,6,5,3,6,1,1,1,1,3,5,5,6,5,5,2,5,6,6,5,6,7,13,11,10,9,8,19,female,right,No,Normal,228,8,11,5,4,4,0,,,20,9,6,5,12,44,3,,,2,1,47,15,15,17,29,77,29,7,10,7,12,5,2,18,i{SPACE}tried{SPACE}to{SPACE}repeat{SPACE}the{SPACE}sounds{SPACE}to{SPACE}myself{SPACE}in{SPACE}the{SPACE}order{SPACE}that{SPACE}they{SPACE}were{SPACE}played{SPACE}directly{SPACE}after{SPACE}they{SPACE}were{SPACE}played{ENTER}
959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6,7,6,7,19,male,right,No,Corrected to Normal,229,8,15,4,4,4,0,,,27,8,9,10,13,43,12,,,10,2,42,13,15,14,6,66,62,5,16,23,23,3,2,39,{SPACE}1{-}low{ENTER}
960,38,39,23,24,32,59,7,6,1,4,1,5,6,4,7,7,6,6,1,5,4,8,6,1,1,1,1,1,1,1,1,1,Piano,18,FEMALE,1,,3,1,7,6,1,5,6,5,4,5,7,5,1,5,4,5,1,6,6,1,4,3,1,5,3,3,7,1,3,1,6,3,5,6,7,4,5,5,13,10,8,5,8,18,female,left,No,Normal,230,10,15,5,12,10,2,,,14,7,2,5,7,34,6,,,1,5,45,16,12,17,20,75,51,1,17,20,14,1,0,27,{SHIFT}I{SPACE}tried{SPACE}to{SPACE}repeat{SPACE}the{SPACE}tones{SPACE}in{SPACE}my{SPACE}head{SPACE}after{SPACE}doing{SPACE}each{SPACE}math{SPACE}problem{UPARROW}{SPACE}and{SPACE}everytime{SPACE}{SHIFT}I{SPACE}start{SPACE}from{SPACE}the{SPACE}first{SPACE}tone{SPACE}and{SPACE}repeat{SPACE}through{SPACE}the{SPACE}one{SPACE}{SHIFT}I{SPACE}just{SPACE}heard{.}{ENTER}
961,50,42,34,34,32,88,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,2,4,4,2,4,4,2,4,4,piano,20,male,1,,6,6,6,6,2,6,6,6,6,6,6,2,6,2,6,6,2,6,2,2,6,6,6,6,6,6,6,6,2,2,6,6,6,2,6,6,6,6,9,6,0,0,1,20,male,right,No,Normal,231,5,15,1,20,7,13,,,15,6,5,4,11,25,1,,,0,1,2,0,1,1,0,79,23,6,8,7,8,5,1,0,{SPACE}{ENTER}
962,34,49,7,26,36,54,5,5,5,4,6,5,4,7,6,4,3,7,1,7,9,2,6,1,1,1,1,1,1,1,1,1,voice,20,FEMALE,1,,4,2,5,1,1,5,7,5,4,6,7,3,4,6,7,6,3,7,1,1,1,1,1,1,1,6,4,2,4,2,6,2,5,7,7,6,4,7,9,9,8,8,8,20,female,right,No,Corrected to Normal,232,6,14,5,21,20,1,,,14,3,6,5,9,25,7,,,5,2,56,20,21,15,32,74,30,2,13,12,5,1,1,12,"{SHIFT}I{SPACE}tried{SPACE}to{SPACE}memorize{SPACE}them{SPACE}at{SPACE}first{SPACE}but{SPACE}the{SPACE}interval{SPACE}of{SPACE}the{SPACE}trial{SPACE}got{SPACE}too{SPACE}long{SPACE}for{SPACE}me{SPACE}to{SPACE}remember{.}{SPACE}{SHIFT}I{SPACE}then{SPACE}tried{SPACE}to{SPACE}break{SPACE}it{SPACE}into{SPACE}3{SPACE}categories{SPACE}on{SPACE}my{SPACE}hands{SPACE}and{SPACE}got{SPACE}the{SPACE}number{SPACE}of{SPACE}them{SPACE}right{,}{SPACE}but{SPACE}not{SPACE}the{SPACE}order{.}{ENTER}"
963,28,52,17,21,39,56,1,4,1,5,1,7,5,5,4,4,2,6,1,5,9,8,8,1,1,1,1,1,1,1,1,1,piano,19,FEMALE,1,,4,1,3,3,3,4,5,4,1,7,7,5,4,5,7,7,4,6,4,2,1,1,4,3,2,2,2,3,5,2,5,2,5,6,7,7,7,7,15,11,7,8,5,19,female,right,No,Normal,233,13,15,5,2,1,1,,,36,12,10,14,30,46,0,,,0,0,71,25,23,23,61,81,59,4,21,20,18,3,1,32,"{SHIFT}I{SPACE}repeated{SPACE}the{SPACE}tones{SPACE}over{SPACE}and{SPACE}over{SPACE}in{SPACE}my{SPACE}head{SPACE}and{SPACE}mouthing{SPACE}the{SPACE}words{SPACE}medium{,}{SPACE}low{,}{SPACE}and{SPACE}high{.}{ENTER}"
964,46,42,28,31,31,81,4,4,6,4,4,4,4,6,4,4,5,5,4,4,7,5,2,1,1,1,1,1,1,1,1,1,singing,19,MALE,1,,7,2,4,4,4,7,6,5,7,4,5,4,5,6,4,4,4,6,6,2,6,6,1,5,2,4,6,3,4,4,6,4,4,5,6,3,6,7,12,10,6,7,7,19,male,left,No,Corrected to Normal,234,7,12,5,12,12,0,,,10,3,4,3,2,35,2,,,1,1,72,22,25,25,68,77,52,5,18,14,20,4,1,31,{SHIFT}I{SPACE}tried{SPACE}memorizing{SPACE}tones{SPACE}3{SPACE}at{SPACE}a{SPACE}time{ENTER}
965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,10,9,5,20,female,right,No,Normal,235,7,12,5,1,1,0,,,31,11,11,9,23,47,6,,,4,2,50,15,15,20,26,74,34,4,9,13,12,3,1,0,"{SHIFT}Tried{SPACE}using{SPACE}my{SPACE}fingers{SPACE}to{SPACE}record{SPACE}if{SPACE}the{SPACE}tones{SPACE}were{SPACE}low{,}{SPACE}med{SPACE}or{SPACE}high{SHIFT}{ENTER}"
966,29,42,28,20,34,60,5,5,4,4,4,5,4,5,4,5,5,4,5,5,4,8,7,1,1,1,1,1,1,1,1,1,Upright Bass,19,MALE,1,,3,2,4,5,2,2,6,2,3,5,6,5,5,6,5,5,3,2,6,2,3,3,4,7,3,2,5,2,2,2,5,2,6,5,6,5,6,6,12,12,10,8,12,19,male,right,No,Corrected to Normal,236,11,12,5,5,3,2,,,40,12,14,14,37,43,7,,,0,7,72,25,24,23,63,74,56,1,17,22,17,1,0,40,"{SPACE}memorizing{SPACE}groups{SPACE}of{SPACE}letters{SPACE}instead{SPACE}of{SPACE}the{SPACE}actual{SPACE}tones{,}{SPACE}just{SPACE}thinking{SPACE}mhl{LEFTARROW}{RIGHTARROW}{ENTER}"
967,35,44,10,26,34,57,1,3,7,5,4,5,5,6,4,4,2,6,2,6,7,6,6,1,1,1,1,1,1,1,1,1,drums,19,female,1,na,2,2,5,5,2,5,5,5,4,6,6,4,4,4,6,6,3,5,4,1,1,1,1,1,1,3,6,4,2,2,5,4,4,6,6,6,5,7,9,9,5,6,4,19,female,right,No,Corrected to Normal,237,5,15,3,7,7,0,,,31,12,10,9,16,41,4,,,0,4,27,5,13,9,14,77,37,10,12,15,10,10,0,16,i{SPACE}kept{SPACE}going{SPACE}over{SPACE}the{SPACE}tones{SPACE}in{SPACE}order{SPACE}in{SPACE}my{SPACE}head{SPACE}{ENTER}
968,50,63,41,41,41,113,5,4,4,2,5,7,7,4,5,2,6,7,2,7,5,6,6,1,1,1,3,1,3,1,1,1,piano,21,FEMALE,1,,7,6,7,7,5,7,5,3,3,7,7,7,7,7,7,7,7,7,7,7,7,5,6,7,2,4,7,7,6,6,7,4,7,7,7,7,7,6,13,7,8,9,7,21,female,right,No,I forgot my glasses.,238,12,15,5,3,3,0,,,30,7,11,12,20,41,19,,,8,11,45,13,17,15,19,58,47,10,17,14,16,8,2,25,"towards{SPACE}the{SPACE}end{SPACE}i{SPACE}assigned{SPACE}the{SPACE}tones{SPACE}nimbers{,}{SPACE}1{SPACE}being{SPACE}low{,}{SPACE}2{SPACE}neing{SPACE}medium{,}{SPACE}and{SPACE}3{SPACE}being{SPACE}high{.}{ENTER}"
969,36,42,19,30,33,60,5,5,5,1,4,6,7,7,6,3,1,3,1,3,1,2,5,1,1,1,1,1,1,1,1,1,Clarinet,19,Female,1,,2,1,6,3,1,7,7,2,7,4,5,6,1,7,6,5,6,2,2,7,1,1,1,5,2,5,7,2,1,4,6,5,3,7,7,2,7,7,12,9,8,8,8,19,female,right,No,Normal,239,7,10,5,0,0,0,,,27,8,9,10,13,47,8,,,1,7,39,14,11,14,12,73,57,5,19,16,22,4,1,42,{SHIFT}Used{SPACE}my{SPACE}hands{SPACE}to{SPACE}remember{SPACE}the{SPACE}order{SPACE}in{SPACE}which{SPACE}the{SPACE}tones{SPACE}were{SPACE}heard{.}{SPACE}{ENTER}
970,44,47,18,33,36,78,5,5,5,4,4,7,5,7,5,5,5,5,5,5,1,2,2,1,1,1,1,1,1,1,1,1,Flute,20,Female,1,,6,4,6,6,4,6,6,3,3,6,6,4,6,6,5,6,2,6,6,2,2,2,1,2,3,6,6,4,3,2,6,6,4,7,6,6,6,7,9,7,2,4,2,0,female,right,No,Normal,240,6,15,2,17,17,0,,,35,11,10,14,28,31,29,,,4,25,56,25,21,10,48,49,36,36,11,14,11,35,1,19,{ENTER}
971,38,51,32,43,31,97,5,4,1,5,2,5,5,7,7,4,7,6,5,4,4,6,6,1,1,1,2,3,1,2,3,1,voice,19,FEMALEn,1,,3,4,5,5,4,6,4,4,3,7,6,6,5,5,6,6,6,4,7,5,6,5,2,5,2,5,7,6,7,7,6,5,7,4,6,5,3,6,11,10,8,3,3,19,female,right,No,Corrected to Normal,241,7,15,5,4,4,0,,,32,14,9,9,25,42,10,,,1,9,66,20,21,25,61,71,52,11,12,20,20,9,2,25,saying{SPACE}the{SPACE}tones{SPACE}over{SPACE}and{SPACE}over{SPACE}in{SPACE}my{SPACE}head{ENTER}
972,44,51,15,40,37,83,4,5,7,6,6,5,5,4,5,5,7,7,2,6,6,5,4,1,1,1,1,1,1,1,1,1,voice,22,FEMALE,1,,5,3,6,5,2,7,6,6,4,6,5,5,4,6,7,7,6,5,6,4,1,1,1,1,1,6,6,6,7,6,5,4,6,7,7,4,6,7,,,10,9,7,22,female,left,No,I forgot my glasses.,242,8,10,5,2,1,1,,,34,13,11,10,29,46,8,,,3,5,44,14,18,12,18,71,50,2,14,17,19,0,2,18,{SHIFT}I{SPACE}used{SPACE}my{SPACE}fingers{SPACE}to{SPACE}keep{SPACE}track{SPACE}of{SPACE}how{SPACE}many{SPACE}tones{SPACE}i{SPACE}had{SPACE}heard{SPACE}and{SPACE}{SHIFT}I{SPACE}tried{SPACE}to{SPACE}repeat{SPACE}the{SPACE}order{SPACE}of{SPACE}the{SPACE}tones{SPACE}before{SPACE}each{SPACE}math{SPACE}problem{ENTER}
973,35,45,18,27,35,67,1,1,3,7,1,7,1,1,6,1,5,5,1,4,4,5,4,1,1,1,1,1,1,1,1,1,none,19,FEMALE,1,,2,1,6,5,2,6,6,3,4,6,6,5,5,5,4,5,4,5,2,7,1,3,1,3,1,4,6,4,5,3,4,1,5,7,7,4,6,6,,,9,5,7,19,female,right,No,Normal,243,10,15,4,4,4,0,,,20,6,6,8,13,44,10,,,2,8,59,18,20,21,42,70,64,8,23,20,21,5,3,32,"focused{SPACE}more{SPACE}on{SPACE}tone{SPACE}than{SPACE}math{,}{SPACE}just{SPACE}guessed{SPACE}with{SPACE}the{SPACE}math{SPACE}as{SPACE}if{SPACE}it{SPACE}looked{SPACE}to{SPACE}be{SPACE}close{SPACE}to{SPACE}the{SPACE}right{SPACE}answer{ENTER}"
974,37,60,27,45,38,105,5,4,6,4,7,2,5,7,5,5,5,7,1,5,3,8,8,1,1,1,1,1,1,1,1,1,voice,19,FEMALE,1,,6,2,6,6,2,7,5,2,1,7,7,7,6,7,7,7,7,5,6,6,5,5,1,1,3,7,7,7,7,6,6,5,6,7,7,6,6,6,,,7,9,7,19,female,right,No,Corrected to Normal,244,8,15,3,8,6,2,,,4,3,1,0,2,39,4,,,0,4,14,3,8,3,3,76,55,6,21,16,18,5,1,40,"{SHIFT}I{SPACE}repeated{SPACE}the{SPACE}name{SPACE}of{SPACE}each{SPACE}tone{SPACE}after{SPACE}each{SPACE}problem{SPACE}in{SPACE}order{,}{SPACE}so{SPACE}that{SPACE}{SHIFT}I{SPACE}could{SPACE}remember{SPACE}them{.}{ENTER}"
975,52,46,15,24,41,72,5,5,1,5,7,5,5,1,7,5,6,1,4,6,7,5,5,1,1,1,1,1,1,1,1,1,guitar,19,FEMALE,1,,6,5,6,7,6,7,7,4,4,5,6,5,6,6,5,5,2,6,2,2,1,4,1,3,2,3,6,1,3,2,6,3,7,7,6,7,7,7,,,7,8,7,19,female,right,No,Normal,245,10,15,5,4,2,2,,,15,6,6,3,5,44,7,,,0,7,71,24,23,24,54,74,61,5,22,17,22,5,0,30,"i{SPACE}repeated{SPACE}the{SPACE}first{SPACE}letters{SPACE}of{SPACE}the{SPACE}tones{-}ie{,}{SPACE}{SHIFT}H{,}{SHIFT}L{SHIFT}{SHIFT}{,}{SHIFT}M{,}{SPACE}etc{SPACE}over{SPACE}again{SPACE}until{SPACE}it{SPACE}was{SPACE}time{SPACE}to{SPACE}enter{SPACE}them{.}{ENTER}"
976,37,52,8,29,30,63,2,5,7,4,5,6,6,3,6,5,5,7,2,5,6,5,5,1,1,1,1,1,1,1,1,1,nothing,20,FEMALE,1,,5,2,5,5,2,4,6,5,3,7,6,5,6,6,6,6,4,6,2,1,1,1,1,1,1,3,6,5,5,3,5,2,4,6,5,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,54,53,11,35,40,80,5,6,5,6,5,7,7,4,6,6,7,6,5,5,5,6,5,1,1,1,1,1,1,1,1,1,voice,18,MALE,1,,6,4,6,7,6,6,7,5,7,6,7,5,6,6,6,6,5,6,4,2,1,1,1,1,1,5,6,5,5,3,6,5,7,6,7,7,7,6,,,10,9,9,18,male,right,No,Corrected to Normal,246,8,10,5,3,2,1,,,41,14,14,13,37,45,0,,,0,0,71,23,23,25,63,81,68,2,21,22,25,2,0,51,{CAPSLOCK}I{CAPSLOCK}{SPACE}repeated{SPACE}the{SPACE}tones{SPACE}in{SPACE}my{SPACE}head{SPACE}as{SPACE}they{SPACE}came{SPACE}up{SPACE}while{SPACE}solving{SPACE}the{SPACE}math{SPACE}problems{.}{ENTER}
977,54,53,11,35,40,80,5,6,5,6,5,7,7,4,6,6,7,6,5,5,5,6,5,1,1,1,1,1,1,1,1,1,voice,18,MALE,1,,6,4,6,7,6,6,7,5,7,6,7,5,6,6,6,6,5,6,4,2,1,1,1,1,1,5,6,5,5,3,6,5,7,6,7,7,7,6,,,10,9,9,18,male,right,No,Corrected to Normal,247,8,10,5,3,2,1,,,41,14,14,13,37,45,0,,,0,0,71,23,23,25,63,81,68,2,21,22,25,2,0,51,{CAPSLOCK}I{CAPSLOCK}{SPACE}repeated{SPACE}the{SPACE}tones{SPACE}in{SPACE}my{SPACE}head{SPACE}as{SPACE}they{SPACE}came{SPACE}up{SPACE}while{SPACE}solving{SPACE}the{SPACE}math{SPACE}problems{.}{ENTER}
978,44,46,9,25,38,62,4,5,6,5,5,6,3,2,7,3,6,5,5,3,7,6,6,1,1,1,1,1,1,1,1,1,guitar,19,Male,1,,6,2,6,6,1,7,6,3,7,5,7,5,4,6,4,6,3,6,2,1,1,1,1,2,1,2,6,2,6,2,5,2,7,6,7,5,6,7,,,9,8,7,19,male,right,No,Corrected to Normal,248,12,15,5,3,3,0,,,25,10,6,9,16,45,1,,,0,1,57,20,14,23,30,80,52,2,14,17,21,2,0,23,repeated{SPACE}back{SPACE}to{SPACE}myself{SPACE}in{SPACE}my{SPACE}head{SPACE}the{SPACE}tones{SPACE}while{SPACE}working{SPACE}the{SPACE}math{SPACE}problems{.}{ENTER}
978,44,46,9,25,38,62,4,5,6,5,5,6,3,2,7,3,6,5,5,3,7,6,6,1,1,1,1,1,1,1,1,1,guitar,19,Male,1,,6,2,6,6,1,7,6,3,7,5,7,5,4,6,4,6,3,6,2,1,1,1,1,2,1,2,6,2,6,2,5,2,7,6,7,5,6,7,,,9,8,7,19,male,right,No,Corrected to Normal,249,12,15,5,3,3,0,,,25,10,6,9,16,45,1,,,0,1,57,20,14,23,30,80,52,2,14,17,21,2,0,23,repeated{SPACE}back{SPACE}to{SPACE}myself{SPACE}in{SPACE}my{SPACE}head{SPACE}the{SPACE}tones{SPACE}while{SPACE}working{SPACE}the{SPACE}math{SPACE}problems{.}{ENTER}
979,37,49,13,40,31,72,1,4,7,4,4,7,7,7,5,1,6,7,1,5,8,2,5,1,1,1,1,1,1,1,1,1,trumbone,18,MALE,1,,4,2,6,5,2,5,6,4,3,6,7,4,5,6,6,5,5,5,3,2,1,1,1,3,2,2,7,5,6,6,7,7,6,6,6,4,4,5,,,8,7,8,18,male,right,No,Normal,250,8,14,5,5,4,1,,,10,4,3,3,2,41,7,,,2,5,8,5,1,2,0,74,42,5,13,15,14,3,2,20,try{SPACE}to{SPACE}chunck{SPACE}the{SPACE}tones{SPACE}together{ENTER}
979,37,49,13,40,31,72,1,4,7,4,4,7,7,7,5,1,6,7,1,5,8,2,5,1,1,1,1,1,1,1,1,1,trumbone,18,MALE,1,,4,2,6,5,2,5,6,4,3,6,7,4,5,6,6,5,5,5,3,2,1,1,1,3,2,2,7,5,6,6,7,7,6,6,6,4,4,5,,,8,7,8,18,male,right,No,Normal,251,8,14,5,5,4,1,,,10,4,3,3,2,41,7,,,2,5,8,5,1,2,0,74,42,5,13,15,14,3,2,20,try{SPACE}to{SPACE}chunck{SPACE}the{SPACE}tones{SPACE}together{ENTER}
980,21,22,7,9,21,23,4,3,1,3,3,3,3,3,7,2,7,5,3,5,5,6,6,1,1,1,1,1,1,1,1,1,none,21,FEMALE,1,,3,1,5,1,1,2,3,1,4,1,5,2,1,5,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,5,5,1,4,5,,,12,10,8,21,female,right,No,Normal,252,13,15,5,1,1,0,,,29,8,9,12,16,47,9,,,3,6,29,18,11,0,23,72,0,3,0,0,0,3,0,0,i{SPACE}just{SPACE}focused{SPACE}on{SPACE}the{SPACE}math{SPACE}because{SPACE}i{SPACE}am{SPACE}very{SPACE}bad{SPACE}at{SPACE}math{SPACE}and{SPACE}wanted{SPACE}to{SPACE}stay{SPACE}above{SPACE}85{SHIFT}{%}{ENTER}
980,21,22,7,9,21,23,4,3,1,3,3,3,3,3,7,2,7,5,3,5,5,6,6,1,1,1,1,1,1,1,1,1,none,21,FEMALE,1,,3,1,5,1,1,2,3,1,4,1,5,2,1,5,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,5,5,1,4,5,,,12,10,8,21,female,right,No,Normal,253,13,15,5,1,1,0,,,29,8,9,12,16,47,9,,,3,6,29,18,11,0,23,72,0,3,0,0,0,3,0,0,i{SPACE}just{SPACE}focused{SPACE}on{SPACE}the{SPACE}math{SPACE}because{SPACE}i{SPACE}am{SPACE}very{SPACE}bad{SPACE}at{SPACE}math{SPACE}and{SPACE}wanted{SPACE}to{SPACE}stay{SPACE}above{SPACE}85{SHIFT}{%}{ENTER}
981,35,20,7,26,32,46,4,4,6,4,1,6,4,3,7,5,5,7,1,6,4,2,5,1,1,1,1,1,1,1,1,1,voice,21,FEMALE,1,NONE,5,1,3,3,5,5,5,5,3,3,6,1,2,2,1,1,1,3,1,1,1,1,1,1,1,5,2,1,1,6,6,5,4,5,6,3,7,7,,,8,8,8,21,female,right,No,Normal,254,11,13,5,0,0,0,,,30,13,9,8,20,48,9,,,8,1,58,21,16,21,37,71,49,6,18,19,12,3,3,15,instead{SPACE}of{SPACE}doing{SPACE}low{SPACE}medium{SPACE}high{SPACE}i{SPACE}try{SPACE}to{SPACE}remember{SPACE}the{SPACE}letters{SPACE}like{SPACE}l{SPACE}m{SPACE}h{ENTER}
981,35,20,7,26,32,46,4,4,6,4,1,6,4,3,7,5,5,7,1,6,4,2,5,1,1,1,1,1,1,1,1,1,voice,21,FEMALE,1,NONE,5,1,3,3,5,5,5,5,3,3,6,1,2,2,1,1,1,3,1,1,1,1,1,1,1,5,2,1,1,6,6,5,4,5,6,3,7,7,,,8,8,8,21,female,right,No,Normal,255,11,13,5,0,0,0,,,30,13,9,8,20,48,9,,,8,1,58,21,16,21,37,71,49,6,18,19,12,3,3,15,instead{SPACE}of{SPACE}doing{SPACE}low{SPACE}medium{SPACE}high{SPACE}i{SPACE}try{SPACE}to{SPACE}remember{SPACE}the{SPACE}letters{SPACE}like{SPACE}l{SPACE}m{SPACE}h{ENTER}
982,35,50,7,18,29,51,4,5,6,5,4,7,6,4,7,5,7,5,6,4,9,8,6,1,1,1,1,1,1,1,1,1,nothing,19,MALE,1,,4,1,5,4,2,4,6,5,4,6,6,5,6,3,6,6,6,6,1,1,1,1,1,1,1,1,6,3,2,2,3,1,1,6,7,4,4,7,,,10,9,10,19,male,right,No,Corrected to Normal,256,10,15,5,6,3,3,,,22,10,7,5,11,42,1,,,0,1,75,25,25,25,75,79,66,5,22,21,23,2,3,42,{SHIFT}I{SPACE}{SHIFT}just{SPACE}repeated{SPACE}the{SPACE}tones{SPACE}in{SPACE}my{SPACE}head{SPACE}until{SPACE}the{SPACE}end{SPACE}of{SPACE}the{SPACE}problems{.}{ENTER}
982,35,50,7,18,29,51,4,5,6,5,4,7,6,4,7,5,7,5,6,4,9,8,6,1,1,1,1,1,1,1,1,1,nothing,19,MALE,1,,4,1,5,4,2,4,6,5,4,6,6,5,6,3,6,6,6,6,1,1,1,1,1,1,1,1,6,3,2,2,3,1,1,6,7,4,4,7,,,10,9,10,19,male,right,No,Corrected to Normal,257,10,15,5,6,3,3,,,22,10,7,5,11,42,1,,,0,1,75,25,25,25,75,79,66,5,22,21,23,2,3,42,{SHIFT}I{SPACE}{SHIFT}just{SPACE}repeated{SPACE}the{SPACE}tones{SPACE}in{SPACE}my{SPACE}head{SPACE}until{SPACE}the{SPACE}end{SPACE}of{SPACE}the{SPACE}problems{.}{ENTER}
983,44,48,16,31,24,70,5,6,7,5,6,7,6,5,4,5,6,5,3,6,5,5,4,1,1,1,1,1,1,2,3,1,none,19,FEMALE,1,NONE,5,3,6,4,4,5,5,6,6,5,6,4,6,5,5,6,5,6,3,3,3,1,4,1,1,5,6,3,4,4,5,4,4,3,4,4,4,5,,,9,9,6,19,female,right,No,Corrected to Normal,258,5,15,3,1,0,1,,,26,9,9,8,14,45,12,,,7,5,30,12,13,5,7,66,57,2,20,15,22,1,1,32,fingers{SPACE}and{SPACE}memory{BACKSLASH}{ENTER}
983,44,48,16,31,24,70,5,6,7,5,6,7,6,5,4,5,6,5,3,6,5,5,4,1,1,1,1,1,1,2,3,1,none,19,FEMALE,1,NONE,5,3,6,4,4,5,5,6,6,5,6,4,6,5,5,6,5,6,3,3,3,1,4,1,1,5,6,3,4,4,5,4,4,3,4,4,4,5,,,9,9,6,19,female,right,No,Corrected to Normal,259,5,15,3,1,0,1,,,26,9,9,8,14,45,12,,,7,5,30,12,13,5,7,66,57,2,20,15,22,1,1,32,fingers{SPACE}and{SPACE}memory{BACKSLASH}{ENTER}
984,32,44,15,26,27,57,4,5,7,3,3,7,5,6,5,4,5,7,4,7,8,5,6,1,1,1,1,1,1,1,1,1,voice,20,FEMALE,1,,4,2,4,5,2,5,6,2,2,6,6,5,5,5,6,6,1,4,3,1,1,4,1,4,1,3,5,2,3,3,5,5,3,2,7,4,5,6,,,7,9,6,20,female,right,No,Corrected to Normal,260,5,11,5,4,3,1,,,25,7,6,12,14,43,7,,,3,4,62,15,23,24,41,74,54,4,14,15,25,4,0,36,kept{SPACE}track{SPACE}of{SPACE}how{SPACE}many{SPACE}tones{SPACE}and{SPACE}corresponding{SPACE}letters{.}{SPACE}didnt{SPACE}pay{SPACE}attention{SPACE}to{SPACE}math{SPACE}answers{SPACE}{ENTER}
984,32,44,15,26,27,57,4,5,7,3,3,7,5,6,5,4,5,7,4,7,8,5,6,1,1,1,1,1,1,1,1,1,voice,20,FEMALE,1,,4,2,4,5,2,5,6,2,2,6,6,5,5,5,6,6,1,4,3,1,1,4,1,4,1,3,5,2,3,3,5,5,3,2,7,4,5,6,,,7,9,6,20,female,right,No,Corrected to Normal,261,5,11,5,4,3,1,,,25,7,6,12,14,43,7,,,3,4,62,15,23,24,41,74,54,4,14,15,25,4,0,36,kept{SPACE}track{SPACE}of{SPACE}how{SPACE}many{SPACE}tones{SPACE}and{SPACE}corresponding{SPACE}letters{.}{SPACE}didnt{SPACE}pay{SPACE}attention{SPACE}to{SPACE}math{SPACE}answers{SPACE}{ENTER}
985,43,51,9,27,33,66,6,5,7,4,4,7,6,7,5,7,7,7,5,6,5,6,2,1,1,1,1,1,1,1,1,1,piano,22,female,0,concerta,5,4,6,6,3,5,7,4,3,6,6,3,6,7,5,6,6,6,2,2,1,1,1,1,1,2,1,2,4,6,7,5,5,5,6,5,5,7,,,8,6,6,22,female,right,No,Corrected to Normal,262,8,15,5,6,3,3,,,17,6,6,5,7,41,6,,,1,5,69,21,25,23,61,75,41,5,11,15,15,2,3,9,{ENTER}
